lifetime;broken;pressureInd;moistureInd;temperatureInd;team;provider
29;0;108.413358774927;112.868036057532;94.8225191728907;TeamC;Provider4
65;1;100.251850143202;93.3467349779993;88.1508676293825;TeamB;Provider3
8;0;117.90439955048;89.8470339924944;73.1748204880941;TeamA;Provider1
53;0;121.673679241177;100.007683805737;130.303501908373;TeamC;Provider3
40;0;60.2330663215384;107.527118534766;62.6571442396658;TeamC;Provider1
46;0;94.2309198498185;107.958345279283;110.657784765995;TeamC;Provider2
5;0;74.4874742553701;99.1000938689444;79.5216171225256;TeamC;Provider3
41;0;92.4536090024851;92.4953519310469;140.160091064911;TeamB;Provider2
12;0;112.047415037756;89.8495936303829;81.1009531251311;TeamB;Provider2
65;1;125.03269182775;101.163482122777;126.024076632982;TeamB;Provider3
80;1;96.0087845346873;84.5875536112717;95.2872533435288;TeamA;Provider1
93;1;109.67113774267;104.600331649959;102.881956671073;TeamB;Provider2
63;0;154.924585323486;77.6772490671551;112.048806919732;TeamB;Provider4
77;0;105.758214546742;112.408930060942;112.242916523935;TeamB;Provider2
65;1;93.357275887846;89.2903363889498;99.5577366447448;TeamA;Provider3
92;1;99.961581529566;105.944787657841;114.997360098178;TeamA;Provider2
62;0;95.9222682584701;102.590467571097;89.9954886309039;TeamA;Provider3
52;0;111.723933351759;89.9333337589148;112.72740669739;TeamB;Provider4
85;1;97.9282765000426;96.3070604917345;109.486698219371;TeamC;Provider2
92;1;128.72773484107;96.5898044959697;135.250775376116;TeamA;Provider2
92;1;133.107706647993;104.051493026846;120.958628619147;TeamA;Provider2
88;1;126.705861902611;92.4419703650027;104.907186909242;TeamA;Provider4
80;1;150.695689528674;111.988761506953;85.8635472912536;TeamB;Provider1
58;0;80.0196752839569;120.84406297355;116.30644524391;TeamB;Provider1
55;0;74.5775414252187;113.001843979255;114.518932875339;TeamC;Provider2
33;0;140.985874411662;87.2500662836738;125.473372069912;TeamA;Provider4
13;0;35.7636019932176;106.335528861013;94.1885221350322;TeamC;Provider4
34;0;91.6082213477323;114.861703568255;104.153620625064;TeamB;Provider3
85;1;103.707550808905;92.4101919357361;91.1002929958145;TeamC;Provider2
65;1;111.809436697215;75.4802747843516;112.846841099477;TeamB;Provider3
80;0;124.860104069951;118.149778081614;113.887910662665;TeamB;Provider4
41;0;112.73643013801;92.3734984262924;85.4898006455395;TeamC;Provider1
65;1;102.194994045511;93.3898316420857;70.1139313858213;TeamA;Provider3
65;1;128.317297548147;106.729156992143;94.741784198989;TeamA;Provider3
43;0;94.0117168391878;91.9327964247054;111.4627320735;TeamC;Provider1
80;1;91.3993172925577;99.9194958342181;80.8328907039353;TeamB;Provider1
80;1;102.709719554577;102.846777786908;108.32429906737;TeamA;Provider1
55;0;77.4666104961101;89.2017992795958;84.5391075353401;TeamB;Provider3
88;1;143.864742065685;95.8777395415781;117.161092268518;TeamA;Provider4
17;0;93.9114045084621;106.036413230306;112.541860388337;TeamA;Provider2
86;1;122.863438457303;115.917602774871;72.5407469717581;TeamC;Provider2
3;0;120.074290056417;102.992073231124;91.2953860056712;TeamC;Provider4
81;0;65.1129114532487;105.453560973242;97.0548075567352;TeamC;Provider4
93;1;75.997300791401;96.3718599016988;98.9340865527327;TeamB;Provider2
65;1;90.5998359828134;98.0743814155546;96.263613601552;TeamB;Provider3
55;0;85.9797639257234;104.271184936057;121.445299627342;TeamB;Provider2
25;0;111.66906168289;93.2722330123621;119.010168694167;TeamC;Provider3
93;1;86.9966434632626;91.0384639160745;58.5852075926022;TeamB;Provider2
82;1;93.6224554651076;94.0147863865749;70.8505776685802;TeamC;Provider4
13;0;143.861242680759;108.481702468964;93.2378867715019;TeamA;Provider4
19;0;64.2856574239792;114.037572026435;123.755116954815;TeamC;Provider4
86;1;97.5334512140937;96.3048156416808;76.9080840528664;TeamC;Provider2
60;1;77.8361048524238;112.832544257968;121.786371059274;TeamC;Provider3
81;1;95.782193960959;112.793400620669;98.6350135029307;TeamC;Provider4
80;1;80.1609630151375;109.942524346543;113.98390027766;TeamA;Provider1
93;1;114.629874905308;102.294442011511;51.1069447970247;TeamA;Provider2
43;0;82.670224659281;106.235353336955;115.375705181562;TeamA;Provider2
63;0;101.121108790748;87.703860344186;117.678155866477;TeamC;Provider2
45;0;85.4702501025217;111.548678650374;84.4890786308658;TeamA;Provider1
93;1;129.585306099462;93.6921081811629;84.9157247213964;TeamA;Provider2
77;0;113.090877702855;109.369809310099;95.6061250714428;TeamA;Provider4
9;0;113.414853264632;108.081163253465;110.056178311314;TeamC;Provider3
60;1;84.1116097529466;118.781188373196;106.942328247493;TeamC;Provider3
62;0;84.2415607423947;101.836649073322;80.4548736283596;TeamC;Provider4
82;1;96.8404823476972;117.828951464694;73.4733036384883;TeamC;Provider4
29;0;112.745001631496;91.6176697347715;100.954566699519;TeamB;Provider4
65;1;92.3507186371606;106.193923154273;107.537179188728;TeamA;Provider3
49;0;73.1451386057527;95.2434853540801;120.781024101294;TeamA;Provider4
72;0;121.108531117477;95.0955494688152;104.781153200842;TeamC;Provider1
16;0;82.6110017451367;113.156381166646;130.545163183228;TeamB;Provider1
56;0;125.844972322116;94.1146668049982;88.6899698552587;TeamC;Provider3
80;1;99.4311989422029;96.433310873341;55.9111968271688;TeamA;Provider1
40;0;96.0686955812618;105.220633243305;120.278490743429;TeamC;Provider4
57;0;89.1437800649713;106.311011107728;76.4064557909604;TeamA;Provider3
88;1;82.3942970464039;96.8267281534764;125.431537602933;TeamA;Provider4
93;1;122.519103850655;100.332336641171;93.4436474328797;TeamA;Provider2
20;0;114.673445410392;91.8607459247273;88.2958657999249;TeamA;Provider1
12;0;104.106059752901;105.96285570638;113.616254215735;TeamB;Provider1
57;0;104.128514543804;91.5325881967492;110.080273661635;TeamC;Provider3
65;1;86.499783540738;86.6364181648243;92.6459866083664;TeamB;Provider3
50;0;102.543664484748;94.8255951297316;67.1684648653583;TeamB;Provider1
42;0;114.700666434703;109.093552914285;108.69681843308;TeamA;Provider4
49;0;89.6226491275226;102.993882288579;142.028495332867;TeamA;Provider2
65;0;101.15848082272;89.2341545335987;111.186977743816;TeamA;Provider4
65;1;51.6995079596533;58.5473011088287;60.5182043713699;TeamB;Provider3
44;0;81.5031072163448;104.114103350729;73.2757312400517;TeamB;Provider3
92;1;134.95260423364;88.480100802305;108.677366445166;TeamB;Provider2
9;0;89.3200640799271;95.9759625627427;98.2371673563208;TeamC;Provider3
48;0;80.9496280304893;106.302558801453;96.2574823344912;TeamB;Provider3
49;0;81.8294053430611;104.982553415194;102.289149465515;TeamB;Provider3
65;1;107.434867163307;90.8230365507307;138.413340480249;TeamB;Provider3
36;0;116.693788086611;104.525534244738;107.338477312999;TeamC;Provider1
60;1;85.4440521078382;107.337355064899;86.7257157635082;TeamC;Provider3
81;0;80.0081522617882;92.9453275828412;104.999458474932;TeamB;Provider2
24;0;110.643917311425;98.1407180793817;86.3950329686721;TeamB;Provider4
60;1;90.8461495764975;107.245502737414;102.928898687961;TeamC;Provider3
65;1;99.4992547465561;103.383161086363;119.750757221994;TeamB;Provider3
63;0;78.7718465711451;93.1623138416989;85.0243110069676;TeamB;Provider3
93;1;71.1055681931039;108.693176493761;81.7393616450786;TeamA;Provider2
92;1;70.3577643257561;93.1699200054257;149.872297556087;TeamB;Provider2
65;1;93.245430078262;89.396624645203;107.184047492644;TeamB;Provider3
28;0;88.6878347649398;86.6913342470727;128.379991586387;TeamA;Provider2
25;0;65.5516316131054;89.2307842142261;148.014580915674;TeamA;Provider3
74;1;129.453860278329;108.619746884907;97.5466048530807;TeamC;Provider1
20;0;119.257156136223;100.67069459066;65.0410986136274;TeamA;Provider1
93;1;122.502900086477;87.0835998729072;73.0078469443342;TeamB;Provider2
57;0;89.3451341978118;102.957646994954;97.16886592048;TeamA;Provider4
46;0;105.154881168955;95.1982883489149;116.970625339454;TeamC;Provider3
60;1;96.4364559773802;102.892982827937;114.85339172222;TeamC;Provider3
56;0;98.1478549168445;110.388852107273;138.490816254417;TeamA;Provider4
1;0;92.1008019541113;89.9946108482843;97.2922895844165;TeamB;Provider1
76;0;87.0927608855608;98.3847484150597;79.9570558294852;TeamC;Provider2
31;0;102.333639429427;96.422984339337;80.7516607943767;TeamA;Provider3
54;0;91.6377596794944;116.734085844821;125.553105930304;TeamC;Provider4
1;0;104.658530150439;107.537665798584;126.374316818177;TeamB;Provider1
64;0;116.814953502375;85.5881518113194;95.1568734716053;TeamC;Provider4
53;0;87.9676361130109;91.2008669346394;113.260218406132;TeamB;Provider4
62;0;96.1406712872515;79.3349773748967;139.352002439575;TeamB;Provider1
12;0;53.4501816144547;79.649829156162;103.629850124074;TeamA;Provider1
76;0;90.385761750259;104.533784524065;111.323186176476;TeamB;Provider4
53;0;67.8933614127178;99.51692219133;111.848820484061;TeamB;Provider3
86;1;111.516036428972;99.1173039778683;94.1795350727101;TeamC;Provider2
29;0;121.389009804764;83.710845630304;101.806529782829;TeamC;Provider4
80;1;147.41389191094;87.4453359853293;100.040835341083;TeamA;Provider1
65;1;109.744643234235;89.67105475928;138.547325457341;TeamA;Provider3
60;0;79.8289114388198;101.068984190191;99.3682461185409;TeamA;Provider1
65;1;104.641410808618;111.418839547209;96.5115437919121;TeamB;Provider3
88;0;79.9061586975692;77.4333858103358;71.1694724697557;TeamB;Provider2
47;0;121.624882542245;98.6943042768565;74.750575674026;TeamA;Provider3
3;0;110.735068064077;113.291775916506;54.5328689244683;TeamA;Provider2
65;1;101.749202399594;92.0145277808525;103.765406840488;TeamA;Provider3
19;0;71.8175896895071;100.280969415627;102.269367236838;TeamA;Provider2
65;1;108.156817947281;102.231343982768;83.4708123998765;TeamA;Provider3
50;0;105.038294455497;93.9532386396771;120.490000163659;TeamC;Provider4
30;0;90.4843121927931;106.833223174156;55.0116632482894;TeamB;Provider4
58;0;96.5734058442389;108.549876891192;112.956236351843;TeamB;Provider4
82;1;93.486283931338;92.9159864997148;76.2444793940861;TeamC;Provider4
26;0;79.0391301008476;106.411891444556;102.711739767394;TeamA;Provider3
93;1;124.742868512628;97.8535232649657;98.3404982085417;TeamA;Provider2
80;1;110.080005537734;96.8407181503768;100.855971567369;TeamA;Provider1
64;0;109.747259935345;108.053038871963;96.1423979857082;TeamB;Provider1
46;0;72.2555346474148;117.671653603805;89.6800208239819;TeamA;Provider3
80;1;94.397622648099;95.026443168495;87.0392535757974;TeamB;Provider1
58;0;99.1729528006459;105.20153160977;56.1165183953106;TeamA;Provider2
25;0;123.510501157308;105.969040643033;92.6534459585189;TeamB;Provider2
80;1;102.185641046964;89.0669125732228;93.8497169901536;TeamB;Provider1
27;0;87.2214553574883;87.3862991307018;86.81281172288;TeamC;Provider1
93;1;95.8067128046548;92.9120298500373;87.6720936354097;TeamB;Provider2
8;0;123.026381769351;101.292341240001;113.809836136182;TeamA;Provider1
24;0;88.1084557089243;99.4190442119309;89.8388080404031;TeamC;Provider1
80;1;88.6772193876727;97.5218275351826;98.972300068956;TeamB;Provider1
48;0;110.607237659582;103.837306944913;121.152452416007;TeamA;Provider3
52;0;38.7875476749566;116.491816902258;125.00252625575;TeamC;Provider4
65;1;89.3314354784713;85.1521899915463;108.599887750867;TeamB;Provider3
74;1;75.8159811388468;106.123770420123;96.2536091782661;TeamC;Provider1
24;0;85.2261110011397;114.971844223101;85.4191914645429;TeamC;Provider2
85;1;83.5840600782352;79.7245103489956;124.636707368923;TeamC;Provider2
93;1;108.720593073227;100.891857923509;100.878362539408;TeamB;Provider2
16;0;96.6171322699214;110.210490556505;92.2328214409596;TeamB;Provider1
13;0;108.77690387386;87.499101609154;89.6504305901929;TeamC;Provider1
22;0;101.358068878559;81.4129988243187;105.767959945976;TeamA;Provider2
86;1;129.002099512595;93.132400578472;84.8458422284502;TeamC;Provider2
58;0;97.1085423116109;103.113254645779;121.280986039934;TeamA;Provider4
60;1;116.694429364681;106.4850719396;107.711954131823;TeamC;Provider3
93;1;115.185748237625;101.149663259917;91.4716883269653;TeamB;Provider2
88;1;89.4051208188957;89.4682459696252;96.8340415361873;TeamB;Provider4
86;1;88.7702394489168;110.715457750688;79.6101317154018;TeamC;Provider2
62;0;114.142562044188;97.905471116968;165.169955116025;TeamC;Provider1
92;1;79.2567370064288;97.4245067658007;113.802776420347;TeamA;Provider2
65;0;103.736821425322;97.6829740509652;104.781465967037;TeamC;Provider4
88;1;96.1058687862829;83.8884591442696;76.3717689939501;TeamB;Provider4
81;1;119.514682011811;102.377579659223;97.8931335398286;TeamC;Provider4
22;0;88.1520493651797;106.602144603858;113.076283597544;TeamC;Provider1
45;0;76.7685908255345;98.6988954905898;90.7500059082498;TeamB;Provider1
59;0;116.308741517281;97.6750484318373;107.035627959302;TeamA;Provider1
35;0;81.9485519080474;109.631448604162;89.6033666866992;TeamC;Provider4
18;0;114.354914569116;91.1675775637388;117.169567464062;TeamB;Provider4
38;0;48.590346607889;107.018974635254;82.6723395111623;TeamB;Provider4
81;1;99.5278986689027;94.5718040517603;110.781497474752;TeamC;Provider4
92;1;81.3731458392522;91.7099194137588;131.421716946244;TeamB;Provider2
80;1;72.296058067071;98.6510039082774;89.7536158331099;TeamA;Provider1
61;1;105.706606453781;103.486197455044;59.6419568132676;TeamC;Provider3
4;0;85.2906006530485;73.2986298412294;108.483401945763;TeamC;Provider2
48;0;95.7217421196235;104.694728762248;111.71389160252;TeamB;Provider3
63;0;81.9252100807152;87.5975959643428;110.906688791055;TeamC;Provider1
31;0;127.258047819706;97.6539167340485;111.915959234969;TeamC;Provider4
65;1;89.7523156576636;106.451966746151;141.082759232952;TeamB;Provider3
65;1;90.9448930016202;92.3535606026336;140.603021318622;TeamB;Provider3
93;1;79.6395838345243;115.057382986905;87.2237254304186;TeamB;Provider2
81;1;130.199167583955;97.9562017610238;126.076739364169;TeamC;Provider4
65;1;112.585711804335;101.614263489304;80.8356847423374;TeamB;Provider3
13;0;86.0248506819794;80.5320077398407;172.544139817488;TeamB;Provider1
35;0;98.942463411478;90.3191477290107;82.0924398623885;TeamA;Provider4
92;1;107.914156147455;107.515457861752;124.397205028578;TeamA;Provider2
65;1;100.525839714206;108.764540724354;111.984119141896;TeamA;Provider3
85;1;100.152475860196;105.376844615707;112.68532124862;TeamC;Provider2
73;1;74.6611675780662;116.087086882528;129.490271537379;TeamC;Provider1
54;0;101.927719416266;98.6135917236142;97.9027508657038;TeamA;Provider4
56;0;122.329002057831;99.4301849992129;113.288758588706;TeamA;Provider3
61;0;72.3400919271847;104.698883958552;124.927553664933;TeamA;Provider4
12;0;84.5219747863177;93.2329359184512;87.9103466497434;TeamB;Provider3
26;0;108.067832879013;106.343999022224;87.0038070127853;TeamA;Provider1
60;1;102.831237542785;93.541054643469;105.149357684567;TeamC;Provider3
17;0;77.3020351170526;95.2452684909305;102.45445258064;TeamA;Provider4
65;1;92.2762609230389;83.6923652142421;78.0329402659223;TeamB;Provider3
18;0;93.2101447530264;74.9681394303578;120.070107306231;TeamB;Provider3
35;0;81.9576667833287;112.201848657227;116.498072909402;TeamB;Provider1
60;1;118.033622385179;98.5280414494673;131.592074643887;TeamC;Provider3
49;0;104.160055153598;87.3607249729893;99.8563085137967;TeamA;Provider4
85;1;90.2063828303723;101.731938776693;115.197937759897;TeamC;Provider2
30;0;101.352639311319;98.4694512385569;73.0842095511148;TeamA;Provider4
81;1;84.4139390155142;110.822950862136;101.174139354804;TeamC;Provider4
66;1;90.4498772371524;113.957099046856;72.4068456255942;TeamA;Provider3
83;0;113.023796478016;104.880336198356;86.1166357214842;TeamA;Provider4
14;0;79.531097783022;100.487596215651;53.4608222324107;TeamB;Provider3
80;1;104.362706311429;88.176779584346;80.2736798869006;TeamB;Provider1
79;1;112.063388134334;112.229484186411;147.052313361429;TeamA;Provider1
79;1;108.837523320387;94.495237423008;120.420925424326;TeamB;Provider1
7;0;118.101248979958;109.519365484327;107.370707314478;TeamC;Provider3
80;0;127.371350791504;103.573497600551;111.225128696336;TeamA;Provider4
44;0;73.2054165948549;87.2773043206997;94.8109772183129;TeamB;Provider1
46;0;89.6800915015125;102.25336921467;108.454824534182;TeamA;Provider4
85;1;173.282540827248;111.662654298252;124.708910165742;TeamC;Provider2
81;1;83.5748834620501;106.489472643687;107.773253362082;TeamC;Provider4
5;0;133.06398890466;84.460125355203;108.898932370232;TeamA;Provider1
51;0;113.284976204029;102.652780938162;109.579811518039;TeamB;Provider3
49;0;103.890858474369;108.447770412816;99.5807682881509;TeamC;Provider2
51;0;116.246305009716;80.8182919124197;92.6006396687901;TeamB;Provider1
80;1;93.6982343298828;106.250102953007;100.561501698409;TeamB;Provider1
4;0;124.630087218962;94.236525933808;99.5212991619006;TeamA;Provider3
55;0;114.583173891617;91.7753354577021;85.7022814387329;TeamC;Provider3
66;0;86.9022032148312;98.9122858157102;88.9968662213266;TeamC;Provider1
9;0;71.4820394579419;89.4694515181956;132.747711796651;TeamC;Provider4
76;0;95.3103348048632;93.4641183631213;78.1293819348885;TeamC;Provider2
65;0;111.622580444356;93.8960638585208;125.27755948811;TeamA;Provider4
71;0;105.971447847015;87.3674874240132;106.551715177033;TeamB;Provider2
85;0;96.4638417148687;120.25095657015;107.80493090666;TeamA;Provider2
21;0;99.0036527255048;97.3285027497227;72.7718723463772;TeamA;Provider4
45;0;146.482609959968;98.8482515387825;106.979032786164;TeamC;Provider4
74;1;109.819570711956;90.7115116689378;66.8532764477708;TeamC;Provider1
78;0;94.038525448479;96.5797405321449;127.291351440555;TeamB;Provider2
56;0;97.3011312164176;90.8700041666766;80.6965671992975;TeamA;Provider3
60;1;86.4175554470993;103.155599174658;137.104077115018;TeamC;Provider3
6;0;132.093877033479;96.4146282887489;123.03063186359;TeamC;Provider3
50;0;114.278117914019;95.1667930208308;88.9906970071467;TeamA;Provider1
28;0;70.0457688073586;104.98020143056;70.6616966917578;TeamB;Provider4
93;1;122.973006074713;94.1841311523578;95.6383973497058;TeamB;Provider2
69;0;88.9917655236571;94.0895584649205;89.4148844172307;TeamC;Provider2
28;0;104.731654311236;102.861365490141;109.62809347914;TeamB;Provider1
46;0;67.4631450489307;100.312830186741;88.6162240608059;TeamA;Provider1
24;0;86.6568872211224;110.355744312866;105.599702018732;TeamB;Provider2
61;0;130.620585384325;117.536246382422;72.8538466732044;TeamA;Provider1
77;0;136.346695280938;96.6079761457015;99.9695410376174;TeamB;Provider1
54;0;117.686364916119;105.263691364113;69.3830010293317;TeamB;Provider2
22;0;86.8192969446454;85.2584180386851;115.926644261121;TeamA;Provider2
63;0;77.4245434966431;89.9580439500202;112.272675216447;TeamA;Provider3
81;1;136.547799564104;97.2937333282215;105.38996908221;TeamC;Provider4
65;1;75.4638042924908;113.005929972055;122.009132113596;TeamB;Provider3
81;1;91.1115632106508;103.137791750193;99.6825913342914;TeamC;Provider4
74;1;126.434525653713;105.314824723213;107.896672021421;TeamC;Provider1
66;0;93.3146256481827;97.2627603662759;90.1288101102304;TeamA;Provider4
85;0;76.0691456574683;97.0736997009703;83.249853384348;TeamB;Provider4
30;0;106.831263333509;101.213581102125;79.9111735255025;TeamA;Provider3
80;1;104.702919800968;101.730224619316;68.5900158534665;TeamB;Provider1
80;1;64.9793402105286;102.102483148552;82.6773426486874;TeamB;Provider1
63;0;90.9917675783353;93.9534549898847;81.0992495454366;TeamA;Provider4
19;0;76.2381411465394;106.721599671002;123.118131836517;TeamC;Provider1
54;0;112.252107464115;102.839895144936;103.103579378148;TeamA;Provider3
40;0;105.5142855907;99.4815644103576;62.0868276111813;TeamC;Provider2
35;0;138.996848475539;86.8689997189544;89.3593386063532;TeamC;Provider4
29;0;80.7822454022459;94.5538428091804;87.4737134592382;TeamC;Provider2
89;1;58.2824038334035;99.0438599170654;59.1837538960665;TeamA;Provider4
80;1;126.20749580981;108.309433768199;115.591693891638;TeamA;Provider1
33;0;111.737241042831;96.4704318601272;85.4737001683201;TeamB;Provider2
81;0;57.4364218434798;113.586128346986;88.2030025953689;TeamA;Provider4
80;1;84.1302998723161;97.3992180745318;92.5022644393984;TeamA;Provider1
88;1;89.4226350478543;117.87137392257;106.116978442789;TeamA;Provider4
77;0;88.4091057313497;96.9675276109082;102.877008208792;TeamB;Provider1
8;0;100.777048013877;86.1899776382202;93.7743782187842;TeamA;Provider4
2;0;132.825074309486;103.291525219235;132.917355537785;TeamC;Provider1
14;0;93.8010769819942;95.2204350603405;114.194658330098;TeamC;Provider2
80;1;116.034760770925;113.029899016979;118.984113368373;TeamB;Provider1
74;1;79.2104734528328;91.6235299419284;98.4860332473504;TeamC;Provider1
38;0;63.475987278417;101.284186351722;139.559247633557;TeamC;Provider1
65;1;105.410321652892;81.9330362662355;110.817436250094;TeamA;Provider3
79;1;123.707528420136;95.0582419649754;114.315000091559;TeamB;Provider1
41;0;108.449494919223;107.255388291963;125.34029097203;TeamB;Provider2
